encoder,corr_TSI_Acc,corr_TSI_Sev,corr_Acc_Sev
rate,0.8069378315377979,0.512715021437875,0.19817909275840095
sparse,0.8001645727123289,0.07838726865693013,0.1807183753991541
temporal,0.8421355297996865,0.0778327115279817,-0.16996027378429177
optim,0.8198023087789353,0.6919769838359133,0.25698837792283036
