epoch,train_acc,val_acc,train_loss,val_loss
1,0.55375,0.52575,1.5175669013977051,1.5641287679672242
2,0.640925,0.6205,1.2117450632095337,1.2879334678649903
3,0.684775,0.649875,1.056710777759552,1.1461048717498779
4,0.712625,0.683125,0.9532550134658814,1.0505580015182494
5,0.73015,0.701,0.8935001642227173,0.9838890185356141
6,0.750875,0.722,0.8266616102218628,0.9303297109603882
7,0.758275,0.72,0.7891930941581726,0.9177058916091919
8,0.76845,0.722125,0.7446738179206848,0.8812829241752624
