encoder,op,level,dist_h0,dist_h1,topo_dist,TSI,tau_scale
temporal,noise,0.75,1.3517080545425415,0.20205938816070557,1.553767442703247,0.06372582602564564,0.5643567442893982
temporal,noise,1.0,1.5259519815444946,0.24532416462898254,1.7712761461734772,0.04334450622548019,0.5643567442893982
temporal,blur,0.0,0.0,0.0,0.0,1.0,0.5643567442893982
temporal,blur,0.25,0.12083479762077332,0.09670329093933105,0.21753808856010437,0.6801363295397702,0.5643567442893982
temporal,blur,0.5,0.19940924644470215,0.18804848194122314,0.3874577283859253,0.503310738517309,0.5643567442893982
temporal,blur,0.75,0.2991762161254883,0.19358670711517334,0.4927629232406616,0.41763775266502623,0.5643567442893982
temporal,blur,1.0,0.42878222465515137,0.1597539186477661,0.5885361433029175,0.35245082330359717,0.5643567442893982
temporal,dropout,0.0,0.0,0.0,0.0,1.0,0.5643567442893982
temporal,dropout,0.25,0.4445993900299072,0.09557795524597168,0.5401773452758789,0.3839834504231996,0.5643567442893982
temporal,dropout,0.5,0.4393637180328369,0.21223068237304688,0.6515944004058838,0.3151902292161488,0.5643567442893982
temporal,dropout,0.75,0.5615451335906982,0.22033941745758057,0.7818845510482788,0.25021273132070165,0.5643567442893982
temporal,dropout,1.0,0.4740309715270996,0.1984911561012268,0.6725221276283264,0.30371626145246716,0.5643567442893982
temporal,occlusion,0.0,0.0,0.0,0.0,1.0,0.5643567442893982
temporal,occlusion,0.25,0.21768426895141602,0.10723841190338135,0.32492268085479736,0.5622886920764608,0.5643567442893982
temporal,occlusion,0.5,0.23917579650878906,0.11510217189788818,0.35427796840667725,0.5337886232020821,0.5643567442893982
temporal,occlusion,0.75,0.24210405349731445,0.21681630611419678,0.45892035961151123,0.4434482242477501,0.5643567442893982
temporal,occlusion,1.0,0.34351229667663574,0.1711263656616211,0.5146386623382568,0.40175891027648863,0.5643567442893982
optim,clean,0.0,0.0,0.0,0.0,1.0,0.4139499366283417
optim,clean,0.25,0.0,0.0,0.0,1.0,0.4139499366283417
optim,clean,0.5,0.0,0.0,0.0,1.0,0.4139499366283417
optim,clean,0.75,0.0,0.0,0.0,1.0,0.4139499366283417
optim,clean,1.0,0.0,0.0,0.0,1.0,0.4139499366283417
optim,noise,0.0,0.0,0.0,0.0,1.0,0.4139499366283417
optim,noise,0.25,0.4389164447784424,0.14266711473464966,0.581583559513092,0.24537660070408437,0.4139499366283417
optim,noise,0.5,0.6647008657455444,0.1875079870223999,0.8522088527679443,0.1276166484128111,0.4139499366283417
optim,noise,0.75,1.0825072526931763,0.19538843631744385,1.2778956890106201,0.045635111447651054,0.4139499366283417
optim,noise,1.0,1.173529863357544,0.22616645693778992,1.3996963202953339,0.034002613980950135,0.4139499366283417
optim,blur,0.0,0.0,0.0,0.0,1.0,0.4139499366283417
optim,blur,0.25,0.10136580467224121,0.09536027908325195,0.19672608375549316,0.6217350471418679,0.4139499366283417
optim,blur,0.5,0.1819469928741455,0.14495491981506348,0.326901912689209,0.4539747752902933,0.4139499366283417
optim,blur,0.75,0.189802885055542,0.222320556640625,0.412123441696167,0.3695062430029238,0.4139499366283417
optim,blur,1.0,0.20126748085021973,0.1325298547744751,0.3337973356246948,0.44647526898342393,0.4139499366283417
optim,dropout,0.0,0.0,0.0,0.0,1.0,0.4139499366283417
optim,dropout,0.25,0.2803952693939209,0.12492066621780396,0.40531593561172485,0.3756331026334917,0.4139499366283417
optim,dropout,0.5,0.32002079486846924,0.09575563669204712,0.41577643156051636,0.36625980155778265,0.4139499366283417
optim,dropout,0.75,1.030132532119751,0.15064221620559692,1.180774748325348,0.05770232249692529,0.4139499366283417
optim,dropout,1.0,0.7072811126708984,0.1408100724220276,0.848091185092926,0.12889241909547866,0.4139499366283417
optim,occlusion,0.0,0.0,0.0,0.0,1.0,0.4139499366283417
optim,occlusion,0.25,0.13461542129516602,0.11291682720184326,0.24753224849700928,0.5499233947279751,0.4139499366283417
optim,occlusion,0.5,0.2962045669555664,0.10958659648895264,0.40579116344451904,0.37520211120108243,0.4139499366283417
optim,occlusion,0.75,0.17041468620300293,0.1342916488647461,0.304706335067749,0.4789808539456824,0.4139499366283417
optim,occlusion,1.0,1.3342533111572266,0.273317813873291,1.6075711250305176,0.020578845335018463,0.4139499366283417
