epoch,train_acc,val_acc,train_loss,val_loss
1,0.25,0.25,1.3864740180969237,1.3864909496307374
2,0.3116875,0.30025,1.3694169206619262,1.3720503902435304
3,0.3158125,0.305,1.3624076137542724,1.3728461380004884
4,0.3225,0.3005,1.3564842586517334,1.37340177154541
5,0.331375,0.30325,1.3517491521835328,1.3722791767120361
6,0.3384375,0.3015,1.3458109045028686,1.3735625476837159
7,0.3446875,0.29175,1.3399513025283813,1.373617835044861
8,0.3538125,0.303,1.329084834098816,1.37738973236084
