encoder,corr_TSI_Acc,corr_TSI_Sev,corr_Acc_Sev
rate,0.6776288799742854,0.6452535437626243,0.18509927026552164
sparse,0.6022217669815699,0.12904342528607904,0.09032647604597016
temporal,-0.03559204485967182,0.37324545810736454,-0.36598834100781025
optim,0.2590307274024701,0.6658055481541852,0.08323106978973381
