encoder,op,level,dist_h0,dist_h1,topo_dist,TSI,tau_scale
rate,occlusion,0.25,1.1678428649902344,1.1435794830322266,2.311422348022461,0.5463358687998681,3.8235578536987305
rate,occlusion,0.5,2.2457990646362305,2.0197010040283203,4.265500068664551,0.32772382337020733,3.8235578536987305
rate,occlusion,0.75,5.763739585876465,2.9880666732788086,8.751806259155273,0.1013762011303909,3.8235578536987305
rate,occlusion,1.0,15.23173713684082,4.324254989624023,19.555992126464844,0.006008344362715292,3.8235578536987305
sparse,clean,0.0,0.0,0.0,0.0,1.0,5.831816673278809
sparse,clean,0.25,0.0,0.0,0.0,1.0,5.831816673278809
sparse,clean,0.5,0.0,0.0,0.0,1.0,5.831816673278809
sparse,clean,0.75,0.0,0.0,0.0,1.0,5.831816673278809
sparse,clean,1.0,0.0,0.0,0.0,1.0,5.831816673278809
sparse,noise,0.0,0.0,0.0,0.0,1.0,5.831816673278809
sparse,noise,0.25,4.68681526184082,1.8262939453125,6.51310920715332,0.3273179096002705,5.831816673278809
sparse,noise,0.5,6.502429008483887,2.574213981628418,9.076642990112305,0.21089379708830872,5.831816673278809
sparse,noise,0.75,9.196198463439941,2.851256847381592,12.047455310821533,0.12671495512778846,5.831816673278809
sparse,noise,1.0,9.177696228027344,2.851256847381592,12.028953075408936,0.1271176140481548,5.831816673278809
sparse,blur,0.0,0.0,0.0,0.0,1.0,5.831816673278809
sparse,blur,0.25,0.8588523864746094,0.689227819442749,1.5480802059173584,0.7668575672656192,5.831816673278809
sparse,blur,0.5,0.7526454925537109,1.0580682754516602,1.810713768005371,0.7330885340398547,5.831816673278809
sparse,blur,0.75,1.2804584503173828,1.0015039443969727,2.2819623947143555,0.6761804574241457,5.831816673278809
sparse,blur,1.0,2.448720932006836,1.0563373565673828,3.5050582885742188,0.5482502692440517,5.831816673278809
sparse,dropout,0.0,0.0,0.0,0.0,1.0,5.831816673278809
sparse,dropout,0.25,1.9290084838867188,0.8526744842529297,2.7816829681396484,0.6206524890211345,5.831816673278809
sparse,dropout,0.5,4.1326904296875,1.7198963165283203,5.85258674621582,0.36657156528106716,5.831816673278809
sparse,dropout,0.75,3.360780715942383,2.450265884399414,5.811046600341797,0.3691919833794118,5.831816673278809
sparse,dropout,1.0,2.5740127563476562,2.8134260177612305,5.387438774108887,0.39700709776701537,5.831816673278809
sparse,occlusion,0.0,0.0,0.0,0.0,1.0,5.831816673278809
sparse,occlusion,0.25,2.9647464752197266,0.9373512268066406,3.902097702026367,0.5121667613687236,5.831816673278809
sparse,occlusion,0.5,5.315486907958984,3.0509891510009766,8.366476058959961,0.23820442633019223,5.831816673278809
sparse,occlusion,0.75,4.435756683349609,2.5962228775024414,7.031979560852051,0.2994536246607166,5.831816673278809
sparse,occlusion,1.0,10.247925758361816,5.077675819396973,15.325601577758789,0.07222787383551589,5.831816673278809
temporal,clean,0.0,0.0,0.0,0.0,1.0,4.629359722137451
temporal,clean,0.25,0.0,0.0,0.0,1.0,4.629359722137451
temporal,clean,0.5,0.0,0.0,0.0,1.0,4.629359722137451
temporal,clean,0.75,0.0,0.0,0.0,1.0,4.629359722137451
temporal,clean,1.0,0.0,0.0,0.0,1.0,4.629359722137451
temporal,noise,0.0,0.0,0.0,0.0,1.0,4.629359722137451
temporal,noise,0.25,2.355470657348633,1.4856939315795898,3.8411645889282227,0.43616270656117867,4.629359722137451
temporal,noise,0.5,3.5944252014160156,1.6192598342895508,5.213685035705566,0.32425610546829664,4.629359722137451
temporal,noise,0.75,4.43107795715332,2.0994644165039062,6.530542373657227,0.2439774696762922,4.629359722137451
temporal,noise,1.0,7.246468544006348,2.617990493774414,9.864459037780762,0.11873663608855221,4.629359722137451
temporal,blur,0.0,0.0,0.0,0.0,1.0,4.629359722137451
temporal,blur,0.25,0.2244281768798828,0.7050743103027344,0.9295024871826172,0.8180889209606763,4.629359722137451
temporal,blur,0.5,0.7305889129638672,0.9505157470703125,1.6811046600341797,0.6954892128755746,4.629359722137451
temporal,blur,0.75,1.5650444030761719,0.8668899536132812,2.431934356689453,0.5913611012705469,4.629359722137451
temporal,blur,1.0,2.0944595336914062,1.4355297088623047,3.529989242553711,0.466488397005917,4.629359722137451
